"date","home_team","away_team","home_score","away_score","tournament"
2,"Norway","Montenegro",2,0,"FIFA World Cup qualification"
2,"Croatia","Slovakia",2,2,"FIFA World Cup qualification"
2,"Slovenia","Russia",1,2,"FIFA World Cup qualification"
2,"North Macedonia","Germany",0,4,"FIFA World Cup qualification"
2,"Romania","Armenia",1,0,"FIFA World Cup qualification"
2,"Burkina Faso","Djibouti",2,0,"FIFA World Cup qualification"
2,"Mozambique","Cameroon",0,1,"FIFA World Cup qualification"
2,"Gabon","Angola",2,0,"FIFA World Cup qualification"
2,"Libya","Egypt",0,3,"FIFA World Cup qualification"
2,"Syria","Lebanon",2,3,"FIFA World Cup qualification"
2,"United Arab Emirates","Iraq",2,2,"FIFA World Cup qualification"
2,"Japan","Australia",2,1,"FIFA World Cup qualification"
2,"Oman","Vietnam",3,1,"FIFA World Cup qualification"
2,"Saudi Arabia","China PR",3,2,"FIFA World Cup qualification"
2,"Portugal","Luxembourg",5,0,"FIFA World Cup qualification"
2,"Serbia","Azerbaijan",3,1,"FIFA World Cup qualification"
2,"Kosovo","Georgia",1,2,"FIFA World Cup qualification"
2,"Sweden","Greece",2,0,"FIFA World Cup qualification"
2,"Bulgaria","Northern Ireland",2,1,"FIFA World Cup qualification"
2,"Lithuania","Switzerland",0,4,"FIFA World Cup qualification"
2,"Kazakhstan","Finland",0,2,"FIFA World Cup qualification"
2,"Ukraine","Bosnia and Herzegovina",1,1,"FIFA World Cup qualification"
2,"Denmark","Austria",1,0,"FIFA World Cup qualification"
2,"Israel","Moldova",2,1,"FIFA World Cup qualification"
2,"England","Hungary",1,1,"FIFA World Cup qualification"
2,"Albania","Poland",0,1,"FIFA World Cup qualification"
2,"Niger","Algeria",0,4,"FIFA World Cup qualification"
2,"Zimbabwe","Ghana",0,1,"FIFA World Cup qualification"
2,"South Africa","Ethiopia",1,0,"FIFA World Cup qualification"
2,"Namibia","Senegal",1,3,"FIFA World Cup qualification"
2,"Congo","Togo",1,2,"FIFA World Cup qualification"
2,"Bahrain","New Zealand",0,1,"Friendly"
2,"Jordan","Uzbekistan",3,0,"Friendly"
2,"Republic of Ireland","Qatar",4,0,"Friendly"
2,"Cambodia","Guam",2,1,"AFC Asian Cup qualification"
2,"Morocco","Guinea",4,1,"FIFA World Cup qualification"
2,"Honduras","Jamaica",0,2,"FIFA World Cup qualification"
2,"Canada","Panama",4,1,"FIFA World Cup qualification"
2,"El Salvador","Mexico",0,2,"FIFA World Cup qualification"
2,"Bangladesh","Nepal",1,1,"SAFF Cup"
2,"Maldives","India",1,3,"SAFF Cup"
2,"Bolivia","Paraguay",4,0,"FIFA World Cup qualification"
2,"Colombia","Ecuador",0,0,"FIFA World Cup qualification"
2,"Argentina","Peru",1,0,"FIFA World Cup qualification"
2,"Brazil","Uruguay",4,1,"FIFA World Cup qualification"
2,"Chile","Venezuela",3,0,"FIFA World Cup qualification"
2,"India","Nepal",3,0,"SAFF Cup"
2,"Mexico","Ecuador",2,3,"Friendly"
2,"El Salvador","Bolivia",0,1,"Friendly"
2,"Sri Lanka","Maldives",4,4,"Mahinda Rajapaksa Cup"
2,"Kosovo","Jordan",0,2,"Friendly"
2,"Bangladesh","Seychelles",1,1,"Mahinda Rajapaksa Cup"
2,"Czech Republic","Kuwait",7,0,"Friendly"
2,"Serbia","Qatar",4,0,"Friendly"
2,"Ukraine","Bulgaria",1,1,"Friendly"
2,"Uganda","Kenya",1,1,"FIFA World Cup qualification"
2,"Rwanda","Mali",0,3,"FIFA World Cup qualification"
2,"Ethiopia","Ghana",1,1,"FIFA World Cup qualification"
2,"South Africa","Zimbabwe",1,0,"FIFA World Cup qualification"
2,"Congo","Namibia",1,1,"FIFA World Cup qualification"
2,"Togo","Senegal",1,1,"FIFA World Cup qualification"
2,"Benin","Madagascar",2,0,"FIFA World Cup qualification"
2,"Iraq","Syria",1,1,"FIFA World Cup qualification"
2,"China PR","Oman",1,1,"FIFA World Cup qualification"
2,"Vietnam","Japan",0,1,"FIFA World Cup qualification"
2,"Australia","Saudi Arabia",0,0,"FIFA World Cup qualification"
2,"Republic of Ireland","Portugal",0,0,"FIFA World Cup qualification"
2,"Azerbaijan","Luxembourg",1,3,"FIFA World Cup qualification"
2,"Georgia","Sweden",2,0,"FIFA World Cup qualification"
2,"Greece","Spain",0,1,"FIFA World Cup qualification"
2,"Russia","Cyprus",6,0,"FIFA World Cup qualification"
2,"Slovakia","Slovenia",2,2,"FIFA World Cup qualification"
2,"Armenia","North Macedonia",0,5,"FIFA World Cup qualification"
2,"Romania","Iceland",0,0,"FIFA World Cup qualification"
2,"Ecuador","Venezuela",1,0,"FIFA World Cup qualification"
2,"Paraguay","Chile",0,1,"FIFA World Cup qualification"
2,"Peru","Bolivia",3,0,"FIFA World Cup qualification"
2,"Brazil","Colombia",1,0,"FIFA World Cup qualification"
2,"Burkina Faso","Niger",1,1,"FIFA World Cup qualification"
2,"Djibouti","Algeria",0,4,"FIFA World Cup qualification"
2,"Gabon","Libya",1,0,"FIFA World Cup qualification"
2,"Angola","Egypt",2,2,"FIFA World Cup qualification"
2,"Guinea","Guinea-Bissau",0,0,"FIFA World Cup qualification"
2,"Morocco","Sudan",3,0,"FIFA World Cup qualification"
2,"Canada","Costa Rica",1,0,"FIFA World Cup qualification"
2,"Honduras","Panama",2,3,"FIFA World Cup qualification"
2,"El Salvador","Jamaica",1,1,"FIFA World Cup qualification"
2,"Northern Ireland","Lithuania",1,0,"FIFA World Cup qualification"
2,"Italy","Switzerland",1,1,"FIFA World Cup qualification"
2,"Moldova","Scotland",0,2,"FIFA World Cup qualification"
2,"Austria","Israel",4,2,"FIFA World Cup qualification"
2,"England","Albania",5,0,"FIFA World Cup qualification"
2,"Uruguay","Argentina",0,1,"FIFA World Cup qualification"
2,"Burundi","Myanmar",2,1,"Friendly"
2,"Sierra Leone","Comoros",0,2,"Friendly"
2,"Bangladesh","Maldives",2,1,"Mahinda Rajapaksa Cup"
2,"Sri Lanka","Seychelles",0,1,"Mahinda Rajapaksa Cup"
2,"Zambia","Mauritania",4,0,"FIFA World Cup qualification"
2,"Equatorial Guinea","Tunisia",1,0,"FIFA World Cup qualification"
2,"Liberia","Nigeria",0,2,"FIFA World Cup qualification"
2,"Malawi","Cameroon",0,4,"FIFA World Cup qualification"
2,"Bosnia and Herzegovina","Finland",1,3,"FIFA World Cup qualification"
2,"France","Kazakhstan",8,0,"FIFA World Cup qualification"
2,"Wales","Belarus",5,1,"FIFA World Cup qualification"
2,"Belgium","Estonia",3,1,"FIFA World Cup qualification"
2,"Montenegro","Netherlands",2,2,"FIFA World Cup qualification"
2,"Azerbaijan","Qatar",2,2,"Friendly"
2,"Mali","Uganda",1,0,"FIFA World Cup qualification"
2,"Zimbabwe","Ethiopia",1,1,"FIFA World Cup qualification"
2,"Ghana","South Africa",1,0,"FIFA World Cup qualification"
2,"Senegal","Congo",2,0,"FIFA World Cup qualification"
2,"Madagascar","Tanzania",1,1,"FIFA World Cup qualification"
2,"Portugal","Serbia",1,2,"FIFA World Cup qualification"
2,"Luxembourg","Republic of Ireland",0,3,"FIFA World Cup qualification"
2,"Spain","Sweden",1,0,"FIFA World Cup qualification"
2,"Greece","Kosovo",1,1,"FIFA World Cup qualification"
2,"Croatia","Russia",1,0,"FIFA World Cup qualification"
2,"Slovenia","Cyprus",2,1,"FIFA World Cup qualification"
2,"North Macedonia","Iceland",3,1,"FIFA World Cup qualification"
2,"Armenia","Germany",1,4,"FIFA World Cup qualification"
2,"Georgia","Uzbekistan",1,0,"Friendly"
2,"Lithuania","Kuwait",1,1,"Friendly"
2,"Niger","Djibouti",7,2,"FIFA World Cup qualification"
2,"Kenya","Rwanda",2,1,"FIFA World Cup qualification"
2,"Namibia","Togo",0,1,"FIFA World Cup qualification"
2,"Guinea-Bissau","Sudan",0,0,"FIFA World Cup qualification"
2,"Northern Ireland","Italy",0,0,"FIFA World Cup qualification"
2,"Switzerland","Bulgaria",4,0,"FIFA World Cup qualification"
2,"Scotland","Denmark",2,0,"FIFA World Cup qualification"
2,"Austria","Moldova",4,1,"FIFA World Cup qualification"
2,"Poland","Hungary",1,2,"FIFA World Cup qualification"
2,"Belarus","Jordan",1,0,"Friendly"
2,"Kazakhstan","Tajikistan",1,0,"Friendly"
2,"Indonesia","Afghanistan",0,1,"Friendly"
2,"Maldives","Seychelles",0,0,"Mahinda Rajapaksa Cup"
2,"Sri Lanka","Bangladesh",2,1,"Mahinda Rajapaksa Cup"
2,"Algeria","Burkina Faso",2,2,"FIFA World Cup qualification"
2,"Mauritania","Equatorial Guinea",1,1,"FIFA World Cup qualification"
2,"Tunisia","Zambia",3,1,"FIFA World Cup qualification"
2,"Liberia","Central African Republic",3,1,"FIFA World Cup qualification"
2,"Mozambique","Malawi",1,0,"FIFA World Cup qualification"
2,"Egypt","Gabon",2,1,"FIFA World Cup qualification"
2,"Libya","Angola",1,1,"FIFA World Cup qualification"
2,"Morocco","Guinea",3,0,"FIFA World Cup qualification"
2,"Lebanon","United Arab Emirates",0,1,"FIFA World Cup qualification"
2,"China PR","Australia",1,1,"FIFA World Cup qualification"
2,"Vietnam","Saudi Arabia",0,1,"FIFA World Cup qualification"
2,"Oman","Japan",0,1,"FIFA World Cup qualification"
2,"Canada","Mexico",2,1,"FIFA World Cup qualification"
2,"Costa Rica","Honduras",2,1,"FIFA World Cup qualification"
2,"Panama","El Salvador",2,1,"FIFA World Cup qualification"
2,"Bosnia and Herzegovina","Ukraine",0,2,"FIFA World Cup qualification"
2,"Finland","France",0,2,"FIFA World Cup qualification"
2,"Wales","Belgium",1,1,"FIFA World Cup qualification"
2,"Czech Republic","Estonia",2,0,"FIFA World Cup qualification"
2,"Montenegro","Turkey",1,2,"FIFA World Cup qualification"
2,"Netherlands","Norway",2,0,"FIFA World Cup qualification"
2,"Bolivia","Uruguay",3,0,"FIFA World Cup qualification"
2,"Venezuela","Peru",1,2,"FIFA World Cup qualification"
2,"Colombia","Paraguay",0,0,"FIFA World Cup qualification"
2,"Argentina","Brazil",0,0,"FIFA World Cup qualification"
2,"Chile","Ecuador",0,2,"FIFA World Cup qualification"
2,"Sri Lanka","Seychelles",3,3,"Mahinda Rajapaksa Cup"
2,"Indonesia","Myanmar",4,1,"Friendly"
2,"Iraq","Oman",1,1,"Arab Cup"
2,"Qatar","Bahrain",1,0,"Arab Cup"
2,"Tunisia","Mauritania",5,1,"Arab Cup"
2,"United Arab Emirates","Syria",2,1,"Arab Cup"
2,"Morocco","Palestine",4,0,"Arab Cup"
2,"Saudi Arabia","Jordan",0,1,"Arab Cup"
2,"Algeria","Sudan",4,0,"Arab Cup"
2,"Egypt","Lebanon",1,0,"Arab Cup"
2,"Bahrain","Iraq",0,0,"Arab Cup"
2,"Qatar","Oman",2,1,"Arab Cup"
2,"Mauritania","United Arab Emirates",0,1,"Arab Cup"
2,"Syria","Tunisia",2,0,"Arab Cup"
2,"El Salvador","Ecuador",1,1,"Friendly"
2,"Jordan","Morocco",0,4,"Arab Cup"
2,"Palestine","Saudi Arabia",1,1,"Arab Cup"
2,"Lebanon","Algeria",0,2,"Arab Cup"
2,"Sudan","Egypt",0,5,"Arab Cup"
2,"Singapore","Myanmar",3,0,"AFF Championship"
2,"Oman","Bahrain",3,0,"Arab Cup"
2,"Qatar","Iraq",3,0,"Arab Cup"
2,"Syria","Mauritania",1,2,"Arab Cup"
2,"Tunisia","United Arab Emirates",1,0,"Arab Cup"
2,"Cambodia","Malaysia",1,3,"AFF Championship"
2,"Laos","Vietnam",0,2,"AFF Championship"
2,"Jordan","Palestine",5,1,"Arab Cup"
2,"Morocco","Saudi Arabia",1,0,"Arab Cup"
2,"Algeria","Egypt",1,1,"Arab Cup"
2,"Lebanon","Sudan",1,0,"Arab Cup"
2,"Mexico","Chile",2,2,"Friendly"
2,"Singapore","Philippines",2,1,"AFF Championship"
2,"Tanzania","Uganda",0,2,"Friendly"
2,"Malaysia","Laos",4,0,"AFF Championship"
2,"Indonesia","Cambodia",4,2,"AFF Championship"
2,"Tunisia","Oman",2,1,"Arab Cup"
2,"Qatar","United Arab Emirates",5,0,"Arab Cup"
2,"Egypt","Jordan",3,1,"Arab Cup"
2,"Morocco","Algeria",2,2,"Arab Cup"
2,"El Salvador","Chile",0,1,"Friendly"
2,"Thailand","Myanmar",4,0,"AFF Championship"
2,"Laos","Indonesia",1,5,"AFF Championship"
2,"Vietnam","Malaysia",3,0,"AFF Championship"
2,"Philippines","Thailand",1,2,"AFF Championship"
2,"Tunisia","Egypt",1,0,"Arab Cup"
2,"Qatar","Algeria",1,2,"Arab Cup"
2,"Cambodia","Laos",3,0,"AFF Championship"
2,"Indonesia","Vietnam",0,0,"AFF Championship"
2,"Qatar","Egypt",0,0,"Arab Cup"
2,"Tunisia","Algeria",0,2,"Arab Cup"
2,"Singapore","Thailand",0,2,"AFF Championship"
2,"Myanmar","Philippines",2,3,"AFF Championship"
2,"Vietnam","Cambodia",4,0,"AFF Championship"
2,"Malaysia","Indonesia",1,4,"AFF Championship"
2,"Singapore","Indonesia",1,1,"AFF Championship"
2,"Vietnam","Thailand",0,2,"AFF Championship"
2,"Singapore","Indonesia",2,4,"AFF Championship"
2,"Thailand","Vietnam",0,0,"AFF Championship"
2,"Indonesia","Thailand",0,4,"AFF Championship"
2,"Mauritania","Burkina Faso",0,0,"Friendly"
2,"Sudan","Ethiopia",2,3,"Friendly"
2,"Malawi","Comoros",2,1,"Friendly"
3,"Thailand","Indonesia",2,2,"AFF Championship"
3,"Gabon","Burkina Faso",0,3,"Friendly"
3,"Sudan","Zimbabwe",0,0,"Friendly"
3,"Rwanda","Guinea",3,0,"Friendly"
3,"Mauritania","Gabon",1,1,"Friendly"
3,"Algeria","Ghana",3,0,"Friendly"
3,"Rwanda","Guinea",0,2,"Friendly"
3,"Cameroon","Burkina Faso",2,1,"African Cup of Nations"
3,"Senegal","Zimbabwe",1,0,"African Cup of Nations"
3,"Guinea","Malawi",1,0,"African Cup of Nations"
3,"Morocco","Ghana",1,0,"African Cup of Nations"
3,"Comoros","Gabon",0,1,"African Cup of Nations"
3,"Nigeria","Egypt",1,0,"African Cup of Nations"
3,"Sudan","Guinea-Bissau",0,0,"African Cup of Nations"
3,"Algeria","Sierra Leone",0,0,"African Cup of Nations"
3,"Iceland","Uganda",1,1,"Friendly"
3,"Tunisia","Mali",0,1,"African Cup of Nations"
3,"Cameroon","Ethiopia",4,1,"African Cup of Nations"
3,"Senegal","Guinea",0,0,"African Cup of Nations"
3,"Malawi","Zimbabwe",2,1,"African Cup of Nations"
3,"Morocco","Comoros",2,0,"African Cup of Nations"
3,"Gabon","Ghana",1,1,"African Cup of Nations"
3,"Nigeria","Sudan",3,1,"African Cup of Nations"
3,"Guinea-Bissau","Egypt",0,1,"African Cup of Nations"
3,"Colombia","Honduras",2,1,"Friendly"
3,"Peru","Panama",1,1,"Friendly"
3,"Algeria","Equatorial Guinea",0,1,"African Cup of Nations"
3,"Tunisia","Mauritania",4,0,"African Cup of Nations"
3,"Burkina Faso","Ethiopia",1,1,"African Cup of Nations"
3,"Moldova","Uganda",2,3,"Friendly"
3,"Malawi","Senegal",0,0,"African Cup of Nations"
3,"Zimbabwe","Guinea",2,1,"African Cup of Nations"
3,"Gabon","Morocco",2,2,"African Cup of Nations"
3,"Ghana","Comoros",2,3,"African Cup of Nations"
3,"Egypt","Sudan",1,0,"African Cup of Nations"
3,"Guinea-Bissau","Nigeria",0,2,"African Cup of Nations"
3,"Peru","Jamaica",3,0,"Friendly"
3,"Sierra Leone","Equatorial Guinea",0,1,"African Cup of Nations"
3,"Mali","Mauritania",2,0,"African Cup of Nations"
3,"Bolivia","Trinidad and Tobago",5,0,"Friendly"
3,"Iraq","Uganda",1,0,"Friendly"
3,"Burkina Faso","Gabon",1,1,"African Cup of Nations"
3,"Nigeria","Tunisia",0,1,"African Cup of Nations"
3,"Cameroon","Comoros",2,1,"African Cup of Nations"
3,"Morocco","Malawi",2,1,"African Cup of Nations"
3,"Mali","Equatorial Guinea",0,0,"African Cup of Nations"
3,"Bahrain","Uganda",3,1,"Friendly"
3,"Uzbekistan","South Sudan",3,0,"Friendly"
3,"Jamaica","Mexico",1,2,"FIFA World Cup qualification"
3,"Honduras","Canada",0,2,"FIFA World Cup qualification"
3,"Costa Rica","Panama",1,0,"FIFA World Cup qualification"
3,"United Arab Emirates","Syria",2,0,"FIFA World Cup qualification"
3,"Japan","China PR",2,0,"FIFA World Cup qualification"
3,"Australia","Vietnam",4,0,"FIFA World Cup qualification"
3,"Saudi Arabia","Oman",1,0,"FIFA World Cup qualification"
3,"Ecuador","Brazil",1,1,"FIFA World Cup qualification"
3,"Paraguay","Uruguay",0,1,"FIFA World Cup qualification"
3,"Chile","Argentina",1,2,"FIFA World Cup qualification"
3,"Jordan","New Zealand",3,1,"Friendly"
3,"Suriname","Barbados",1,0,"Friendly"
3,"Colombia","Peru",0,1,"FIFA World Cup qualification"
3,"Venezuela","Bolivia",4,1,"FIFA World Cup qualification"
3,"Kuwait","Libya",2,0,"Friendly"
3,"Nepal","Mauritius",1,0,"Friendly"
3,"Nicaragua","Belize",4,0,"Friendly"
3,"Burkina Faso","Tunisia",1,0,"African Cup of Nations"
3,"Egypt","Morocco",2,1,"African Cup of Nations"
3,"Senegal","Equatorial Guinea",3,1,"African Cup of Nations"
3,"Mexico","Costa Rica",0,0,"FIFA World Cup qualification"
3,"Panama","Jamaica",3,2,"FIFA World Cup qualification"
3,"Honduras","El Salvador",0,2,"FIFA World Cup qualification"
3,"Kuwait","Libya",0,2,"Friendly"
3,"Nepal","Mauritius",1,0,"Friendly"
3,"Nicaragua","Belize",1,1,"Friendly"
3,"Suriname","Guyana",2,1,"Friendly"
3,"Lebanon","Iraq",1,1,"FIFA World Cup qualification"
3,"Vietnam","China PR",3,1,"FIFA World Cup qualification"
3,"Japan","Saudi Arabia",2,0,"FIFA World Cup qualification"
3,"Oman","Australia",2,2,"FIFA World Cup qualification"
3,"Bolivia","Chile",2,3,"FIFA World Cup qualification"
3,"Uruguay","Venezuela",4,1,"FIFA World Cup qualification"
3,"Argentina","Colombia",1,0,"FIFA World Cup qualification"
3,"Peru","Ecuador",1,1,"FIFA World Cup qualification"
3,"Brazil","Paraguay",4,0,"FIFA World Cup qualification"
3,"Burkina Faso","Senegal",1,3,"African Cup of Nations"
3,"Jamaica","Costa Rica",0,1,"FIFA World Cup qualification"
3,"El Salvador","Canada",0,2,"FIFA World Cup qualification"
3,"Mexico","Panama",1,0,"FIFA World Cup qualification"
3,"Cameroon","Egypt",0,0,"African Cup of Nations"
3,"Cameroon","Burkina Faso",3,3,"African Cup of Nations"
3,"Senegal","Egypt",0,0,"African Cup of Nations"
3,"Cook Islands","Solomon Islands",0,2,"FIFA World Cup qualification"
3,"Papua New Guinea","New Zealand",0,1,"FIFA World Cup qualification"
3,"New Caledonia","Fiji",1,2,"FIFA World Cup qualification"
3,"Iraq","Zambia",3,1,"Friendly"
3,"Mauritius","Seychelles",0,0,"Friendly"
3,"Papua New Guinea","New Caledonia",1,0,"FIFA World Cup qualification"
3,"New Zealand","Fiji",4,0,"FIFA World Cup qualification"
3,"Bahrain","India",2,1,"Friendly"
3,"Guinea-Bissau","Equatorial Guinea",3,0,"Friendly"
3,"Laos","Mongolia",1,0,"Friendly"
3,"Malaysia","Philippines",2,0,"Friendly"
3,"Mozambique","Niger",1,1,"Friendly"
3,"Tanzania","Central African Republic",3,1,"Friendly"
3,"Djibouti","South Sudan",2,4,"African Cup of Nations qualification"
3,"Seychelles","Lesotho",0,0,"African Cup of Nations qualification"
3,"Somalia","Eswatini",0,3,"African Cup of Nations qualification"
3,"Jamaica","El Salvador",1,1,"FIFA World Cup qualification"
3,"Panama","Honduras",1,1,"FIFA World Cup qualification"
3,"Costa Rica","Canada",1,0,"FIFA World Cup qualification"
3,"Lebanon","Syria",0,3,"FIFA World Cup qualification"
3,"Iraq","United Arab Emirates",1,0,"FIFA World Cup qualification"
3,"China PR","Saudi Arabia",1,1,"FIFA World Cup qualification"
3,"Vietnam","Oman",0,1,"FIFA World Cup qualification"
3,"Australia","Japan",0,2,"FIFA World Cup qualification"
3,"Solomon Islands","Tahiti",3,1,"FIFA World Cup qualification"
3,"Fiji","Papua New Guinea",1,2,"FIFA World Cup qualification"
3,"New Zealand","New Caledonia",7,1,"FIFA World Cup qualification"
3,"Colombia","Bolivia",3,0,"FIFA World Cup qualification"
3,"Brazil","Chile",4,0,"FIFA World Cup qualification"
3,"Paraguay","Ecuador",3,1,"FIFA World Cup qualification"
3,"Uruguay","Peru",1,0,"FIFA World Cup qualification"
3,"Italy","North Macedonia",0,1,"FIFA World Cup qualification"
3,"Portugal","Turkey",3,1,"FIFA World Cup qualification"
3,"Sweden","Czech Republic",1,0,"FIFA World Cup qualification"
3,"Wales","Austria",2,1,"FIFA World Cup qualification"
3,"Armenia","Montenegro",1,0,"Friendly"
3,"Hungary","Serbia",0,1,"Friendly"
3,"Kosovo","Burkina Faso",5,0,"Friendly"
3,"Liberia","Benin",0,4,"Friendly"
3,"Maldives","Bangladesh",2,0,"Friendly"
3,"Scotland","Poland",1,1,"Friendly"
3,"Thailand","Nepal",2,0,"Friendly"
3,"Togo","Sierra Leone",3,0,"Friendly"
3,"Estonia","Cyprus",0,0,"UEFA Nations League"
3,"Moldova","Kazakhstan",1,2,"UEFA Nations League"
3,"Cameroon","Algeria",0,1,"FIFA World Cup qualification"
3,"Egypt","Senegal",1,0,"FIFA World Cup qualification"
3,"Ghana","Nigeria",0,0,"FIFA World Cup qualification"
3,"Mali","Tunisia",0,1,"FIFA World Cup qualification"
3,"Argentina","Venezuela",3,0,"FIFA World Cup qualification"
3,"Bosnia and Herzegovina","Georgia",0,1,"Friendly"
3,"Comoros","Ethiopia",2,1,"Friendly"
3,"Congo","Zambia",1,3,"Friendly"
3,"Luxembourg","Northern Ireland",1,3,"Friendly"
3,"Norway","Slovakia",2,0,"Friendly"
3,"Romania","Greece",0,1,"Friendly"
3,"South Africa","Guinea",0,0,"Friendly"
3,"Tajikistan","Uganda",1,1,"Navruz Cup"
3,"Trinidad and Tobago","Barbados",9,0,"Friendly"
3,"Angola","Guinea-Bissau",3,2,"Friendly"
3,"Bahrain","Burundi",1,0,"Friendly"
3,"Belarus","India",3,0,"Friendly"
3,"Central African Republic","Sudan",0,0,"Friendly"
3,"Croatia","Slovenia",1,1,"Friendly"
3,"England","Switzerland",2,1,"Friendly"
3,"Finland","Iceland",1,1,"Friendly"
3,"Germany","Israel",2,0,"Friendly"
3,"Libya","Niger",2,1,"Friendly"
3,"Mauritania","Mozambique",2,1,"Friendly"
3,"Netherlands","Denmark",4,2,"Friendly"
3,"Qatar","Bulgaria",2,1,"Friendly"
3,"Republic of Ireland","Belgium",2,2,"Friendly"
3,"Singapore","Malaysia",2,1,"Friendly"
3,"Spain","Albania",2,1,"Friendly"
3,"El Salvador","Costa Rica",1,2,"FIFA World Cup qualification"
3,"Canada","Jamaica",4,0,"FIFA World Cup qualification"
3,"Honduras","Mexico",0,1,"FIFA World Cup qualification"
3,"New Zealand","Tahiti",1,0,"FIFA World Cup qualification"
3,"Solomon Islands","Papua New Guinea",3,2,"FIFA World Cup qualification"
3,"Barbados","Guyana",0,5,"Friendly"
3,"Benin","Zambia",2,1,"Friendly"
3,"Liberia","Sierra Leone",0,1,"Friendly"
3,"Thailand","Suriname",1,0,"Friendly"
3,"South Sudan","Djibouti",1,0,"African Cup of Nations qualification"
3,"Lesotho","Seychelles",3,1,"African Cup of Nations qualification"
3,"Eswatini","Somalia",2,1,"African Cup of Nations qualification"
3,"Montenegro","Greece",1,0,"Friendly"
3,"Vanuatu","Fiji",1,2,"Friendly"
3,"Algeria","Cameroon",1,2,"FIFA World Cup qualification"
3,"Nigeria","Ghana",1,1,"FIFA World Cup qualification"
3,"Senegal","Egypt",1,0,"FIFA World Cup qualification"
3,"Tunisia","Mali",0,0,"FIFA World Cup qualification"
3,"Syria","Iraq",1,1,"FIFA World Cup qualification"
3,"Japan","Vietnam",1,1,"FIFA World Cup qualification"
3,"Oman","China PR",2,0,"FIFA World Cup qualification"
3,"Saudi Arabia","Australia",1,0,"FIFA World Cup qualification"
3,"Ecuador","Argentina",1,1,"FIFA World Cup qualification"
3,"Peru","Paraguay",2,0,"FIFA World Cup qualification"
3,"Bolivia","Brazil",0,4,"FIFA World Cup qualification"
3,"Venezuela","Colombia",0,1,"FIFA World Cup qualification"
3,"Chile","Uruguay",0,2,"FIFA World Cup qualification"
3,"Poland","Sweden",2,0,"FIFA World Cup qualification"
3,"Portugal","North Macedonia",2,0,"FIFA World Cup qualification"
3,"Albania","Georgia",0,0,"Friendly"
3,"Angola","Equatorial Guinea",0,0,"Friendly"
3,"Austria","Scotland",2,2,"Friendly"
3,"Bahrain","Belarus",0,1,"Friendly"
3,"Bangladesh","Mongolia",0,0,"Friendly"
3,"Belgium","Burkina Faso",3,0,"Friendly"
3,"Bosnia and Herzegovina","Luxembourg",1,0,"Friendly"
3,"Congo","Sierra Leone",1,2,"Friendly"
3,"Croatia","Bulgaria",2,1,"Friendly"
3,"Denmark","Serbia",3,0,"Friendly"
3,"Finland","Slovakia",0,2,"Friendly"
3,"France","South Africa",5,0,"Friendly"
3,"Israel","Romania",2,2,"Friendly"
3,"Liberia","Burundi",1,2,"Friendly"
3,"Mauritania","Libya",2,0,"Friendly"
3,"Netherlands","Germany",1,1,"Friendly"
3,"Northern Ireland","Hungary",0,1,"Friendly"
3,"Norway","Armenia",9,0,"Friendly"
3,"Qatar","Slovenia",0,0,"Friendly"
3,"Republic of Ireland","Lithuania",1,0,"Friendly"
3,"Singapore","Philippines",2,0,"Friendly"
3,"Spain","Iceland",5,0,"Friendly"
3,"Switzerland","Kosovo",1,1,"Friendly"
3,"Tanzania","Sudan",1,1,"Friendly"
3,"Togo","Benin",1,1,"Friendly"
3,"Trinidad and Tobago","Guyana",1,1,"Friendly"
3,"Turkey","Italy",2,3,"Friendly"
3,"Wales","Czech Republic",1,1,"Friendly"
3,"Uzbekistan","Uganda",4,2,"Navruz Cup"
3,"Cyprus","Estonia",2,0,"UEFA Nations League"
3,"Kazakhstan","Moldova",0,1,"UEFA Nations League"
3,"Mexico","El Salvador",2,0,"FIFA World Cup qualification"
3,"Panama","Canada",1,0,"FIFA World Cup qualification"
3,"Jamaica","Honduras",2,1,"FIFA World Cup qualification"
3,"Solomon Islands","New Zealand",0,5,"FIFA World Cup qualification"
3,"El Salvador","Guatemala",0,4,"Friendly"
3,"Mexico","Guatemala",0,0,"Friendly"
3,"Mozambique","Eswatini",0,1,"Friendly"
3,"Thailand","Bahrain",3,1,"Friendly"
3,"Bahrain","Myanmar",2,0,"Friendly"
3,"Thailand","Turkmenistan",1,0,"Friendly"
3,"Ethiopia","Lesotho",1,1,"Friendly"
3,"India","Jordan",0,2,"Friendly"
3,"Mexico","Nigeria",2,1,"Friendly"
3,"Ethiopia","Lesotho",1,1,"Friendly"
3,"Thailand","Bahrain",1,2,"Friendly"
3,"Italy","Argentina",0,3,"CONMEBOL–UEFA Cup of Champions"
3,"Scotland","Ukraine",1,3,"FIFA World Cup qualification"
3,"Angola","Central African Republic",2,1,"African Cup of Nations qualification"
3,"Ghana","Madagascar",3,0,"African Cup of Nations qualification"
3,"Libya","Botswana",1,0,"African Cup of Nations qualification"
3,"Poland","Wales",2,1,"UEFA Nations League"
3,"Australia","Jordan",2,1,"Friendly"
3,"Indonesia","Bangladesh",0,0,"Friendly"
3,"Kuwait","Singapore",2,0,"Friendly"
3,"Malaysia","Hong Kong",2,0,"Friendly"
3,"Syria","Tajikistan",1,0,"Friendly"
3,"Vietnam","Afghanistan",2,0,"Friendly"
