"date","home_team","away_team","home_score","away_score","tournament"
2,"Ukraine","Northern Ireland",1,0,"Friendly"
2,"Mexico","Costa Rica",0,0,"CONCACAF Nations League"
2,"Bahrain","Cambodia",8,0,"FIFA World Cup qualification"
2,"Palestine","Singapore",4,0,"FIFA World Cup qualification"
2,"Bangladesh","Afghanistan",1,1,"FIFA World Cup qualification"
2,"United Arab Emirates","Malaysia",4,0,"FIFA World Cup qualification"
2,"Thailand","Indonesia",2,2,"FIFA World Cup qualification"
2,"Bolivia","Venezuela",3,1,"FIFA World Cup qualification"
2,"Uruguay","Paraguay",0,0,"FIFA World Cup qualification"
2,"Argentina","Chile",1,1,"FIFA World Cup qualification"
2,"Peru","Colombia",0,3,"FIFA World Cup qualification"
2,"Kuwait","Australia",0,3,"FIFA World Cup qualification"
2,"Qatar","India",1,0,"FIFA World Cup qualification"
2,"Finland","Estonia",0,1,"Friendly"
2,"Hungary","Cyprus",1,0,"Friendly"
2,"Italy","Czech Republic",4,0,"Friendly"
2,"Nigeria","Cameroon",0,1,"Friendly"
2,"North Macedonia","Kazakhstan",4,0,"Friendly"
2,"Rwanda","Central African Republic",2,0,"Friendly"
2,"Spain","Portugal",0,0,"Friendly"
2,"Maldives","Syria",0,4,"FIFA World Cup qualification"
2,"Suriname","Bermuda",6,0,"FIFA World Cup qualification"
2,"Dominican Republic","Barbados",1,1,"FIFA World Cup qualification"
2,"Nicaragua","Belize",3,0,"FIFA World Cup qualification"
2,"Brazil","Ecuador",2,0,"FIFA World Cup qualification"
2,"Guinea","Togo",0,2,"Friendly"
2,"Montenegro","Israel",1,3,"Friendly"
2,"Russia","Bulgaria",1,0,"Friendly"
2,"Senegal","Zambia",3,1,"Friendly"
2,"Sweden","Armenia",3,1,"Friendly"
2,"Wales","Albania",0,0,"Friendly"
2,"Saudi Arabia","Yemen",3,0,"FIFA World Cup qualification"
2,"Lebanon","Sri Lanka",3,2,"FIFA World Cup qualification"
2,"Aruba","Canada",0,7,"FIFA World Cup qualification"
2,"Panama","Anguilla",13,0,"FIFA World Cup qualification"
2,"Bahamas","Trinidad and Tobago",0,0,"FIFA World Cup qualification"
2,"Algeria","Mali",1,0,"Friendly"
2,"Austria","Slovakia",0,0,"Friendly"
2,"Belgium","Croatia",1,0,"Friendly"
2,"Denmark","Bosnia and Herzegovina",2,0,"Friendly"
2,"England","Romania",1,0,"Friendly"
2,"Luxembourg","Scotland",0,1,"Friendly"
2,"Moldova","Azerbaijan",1,0,"Friendly"
2,"Netherlands","Georgia",3,0,"Friendly"
2,"Norway","Greece",1,2,"Friendly"
2,"Honduras","Costa Rica",2,2,"CONCACAF Nations League"
2,"Rwanda","Central African Republic",5,0,"Friendly"
2,"Serbia","Jamaica",1,1,"Friendly"
2,"Ukraine","Cyprus",4,0,"Friendly"
2,"Guam","Syria",0,3,"FIFA World Cup qualification"
2,"China PR","Philippines",2,0,"FIFA World Cup qualification"
2,"Nepal","Jordan",0,3,"FIFA World Cup qualification"
2,"Iraq","Cambodia",4,1,"FIFA World Cup qualification"
2,"Uzbekistan","Singapore",5,0,"FIFA World Cup qualification"
2,"Bangladesh","India",0,2,"FIFA World Cup qualification"
2,"Japan","Tajikistan",4,1,"FIFA World Cup qualification"
2,"United Arab Emirates","Thailand",3,1,"FIFA World Cup qualification"
2,"Vietnam","Indonesia",4,0,"FIFA World Cup qualification"
2,"Qatar","Oman",1,0,"FIFA World Cup qualification"
2,"Benin","Zambia",2,2,"Friendly"
2,"Cameroon","Nigeria",0,0,"Friendly"
2,"Czech Republic","Albania",3,1,"Friendly"
2,"France","Bulgaria",3,0,"Friendly"
2,"Hungary","Republic of Ireland",0,0,"Friendly"
2,"Kosovo","Guinea",1,2,"Friendly"
2,"Morocco","Ghana",1,0,"Friendly"
2,"Mozambique","Eswatini",1,1,"Friendly"
2,"Poland","Iceland",2,2,"Friendly"
2,"Spain","Lithuania",4,0,"Friendly"
2,"Canada","Suriname",4,0,"FIFA World Cup qualification"
2,"Bermuda","Cayman Islands",1,1,"FIFA World Cup qualification"
2,"Barbados","Dominica",1,1,"FIFA World Cup qualification"
2,"Panama","Dominican Republic",3,0,"FIFA World Cup qualification"
2,"Guyana","Puerto Rico",0,2,"FIFA World Cup qualification"
2,"Ecuador","Peru",1,2,"FIFA World Cup qualification"
2,"Colombia","Argentina",2,2,"FIFA World Cup qualification"
2,"Venezuela","Uruguay",0,0,"FIFA World Cup qualification"
2,"Paraguay","Brazil",0,2,"FIFA World Cup qualification"
2,"Chile","Bolivia",1,1,"FIFA World Cup qualification"
2,"Turkmenistan","Lebanon",3,2,"FIFA World Cup qualification"
2,"Niger","Congo",0,1,"Friendly"
2,"Portugal","Israel",4,0,"Friendly"
2,"South Africa","Uganda",3,2,"Friendly"
2,"Philippines","Guam",3,0,"FIFA World Cup qualification"
2,"China PR","Maldives",5,0,"FIFA World Cup qualification"
2,"Nepal","Australia",0,3,"FIFA World Cup qualification"
2,"Kuwait","Jordan",0,0,"FIFA World Cup qualification"
2,"Hong Kong","Iraq",0,1,"FIFA World Cup qualification"
2,"Yemen","Uzbekistan",0,1,"FIFA World Cup qualification"
2,"Afghanistan","Oman",1,2,"FIFA World Cup qualification"
2,"Malaysia","Vietnam",1,2,"FIFA World Cup qualification"
2,"Japan","Serbia",1,0,"Kirin Challenge Cup"
2,"Guinea","Niger",2,1,"Friendly"
2,"Mauritania","Liberia",1,0,"Friendly"
2,"Tunisia","Algeria",0,2,"Friendly"
2,"Italy","Turkey",3,0,"UEFA Euro"
2,"Saudi Arabia","Singapore",3,0,"FIFA World Cup qualification"
2,"United Arab Emirates","Indonesia",5,0,"FIFA World Cup qualification"
2,"Mexico","Honduras",0,0,"Friendly"
2,"Morocco","Burkina Faso",1,0,"Friendly"
2,"Wales","Switzerland",1,1,"UEFA Euro"
2,"Denmark","Finland",0,1,"UEFA Euro"
2,"Russia","Belgium",0,3,"UEFA Euro"
2,"Sudan","Zambia",0,1,"Friendly"
2,"Tanzania","Malawi",2,0,"Friendly"
2,"Austria","North Macedonia",3,1,"UEFA Euro"
2,"Netherlands","Ukraine",3,2,"UEFA Euro"
2,"England","Croatia",1,0,"UEFA Euro"
2,"Brazil","Venezuela",3,0,"Copa América"
2,"Colombia","Ecuador",1,0,"Copa América"
2,"Libya","Liberia",0,1,"Friendly"
2,"Scotland","Czech Republic",0,2,"UEFA Euro"
2,"Poland","Slovakia",1,2,"UEFA Euro"
2,"Spain","Sweden",0,0,"UEFA Euro"
2,"Argentina","Chile",1,1,"Copa América"
2,"Paraguay","Bolivia",3,1,"Copa América"
2,"Philippines","Maldives",1,1,"FIFA World Cup qualification"
2,"China PR","Syria",3,1,"FIFA World Cup qualification"
2,"Australia","Jordan",1,0,"FIFA World Cup qualification"
2,"Bahrain","Hong Kong",4,0,"FIFA World Cup qualification"
2,"Palestine","Yemen",3,0,"FIFA World Cup qualification"
2,"Saudi Arabia","Uzbekistan",3,0,"FIFA World Cup qualification"
2,"Bangladesh","Oman",0,3,"FIFA World Cup qualification"
2,"India","Afghanistan",1,1,"FIFA World Cup qualification"
2,"Tajikistan","Myanmar",4,0,"FIFA World Cup qualification"
2,"Thailand","Malaysia",0,1,"FIFA World Cup qualification"
2,"United Arab Emirates","Vietnam",3,2,"FIFA World Cup qualification"
2,"Tunisia","Mali",1,0,"Friendly"
2,"Djibouti","Somalia",1,0,"Friendly"
2,"Hungary","Portugal",0,3,"UEFA Euro"
2,"Germany","France",0,1,"UEFA Euro"
2,"Sierra Leone","Benin",1,0,"African Cup of Nations qualification"
2,"Turkey","Wales",0,2,"UEFA Euro"
2,"Italy","Switzerland",3,0,"UEFA Euro"
2,"Russia","Finland",1,0,"UEFA Euro"
2,"Denmark","Belgium",1,2,"UEFA Euro"
2,"Ukraine","North Macedonia",2,1,"UEFA Euro"
2,"Netherlands","Austria",2,0,"UEFA Euro"
2,"Colombia","Venezuela",0,0,"Copa América"
2,"Brazil","Peru",4,0,"Copa América"
2,"Algeria","Liberia",5,1,"Friendly"
2,"Croatia","Czech Republic",1,1,"UEFA Euro"
2,"England","Scotland",0,0,"UEFA Euro"
2,"Sweden","Slovakia",1,0,"UEFA Euro"
2,"Chile","Bolivia",1,0,"Copa América"
2,"Argentina","Uruguay",1,0,"Copa América"
2,"Spain","Poland",1,1,"UEFA Euro"
2,"Hungary","France",1,1,"UEFA Euro"
2,"Germany","Portugal",4,2,"UEFA Euro"
2,"Libya","Sudan",0,1,"Arab Cup qualification"
2,"Italy","Wales",1,0,"UEFA Euro"
2,"Switzerland","Turkey",3,1,"UEFA Euro"
2,"Venezuela","Ecuador",2,2,"Copa América"
2,"Colombia","Peru",1,2,"Copa América"
2,"Oman","Somalia",2,1,"Arab Cup qualification"
2,"Denmark","Russia",4,1,"UEFA Euro"
2,"Finland","Belgium",0,2,"UEFA Euro"
2,"Netherlands","North Macedonia",3,0,"UEFA Euro"
2,"Ukraine","Austria",0,1,"UEFA Euro"
2,"Uruguay","Chile",1,1,"Copa América"
2,"Argentina","Paraguay",1,0,"Copa América"
2,"Scotland","Croatia",1,3,"UEFA Euro"
2,"England","Czech Republic",1,0,"UEFA Euro"
2,"Mauritania","Yemen",2,0,"Arab Cup qualification"
2,"Spain","Slovakia",5,0,"UEFA Euro"
2,"Sweden","Poland",3,2,"UEFA Euro"
2,"Germany","Hungary",2,2,"UEFA Euro"
2,"Portugal","France",2,2,"UEFA Euro"
2,"Ecuador","Peru",2,2,"Copa América"
2,"Brazil","Colombia",2,1,"Copa América"
2,"Lebanon","Djibouti",1,0,"Arab Cup qualification"
2,"Bolivia","Uruguay",0,2,"Copa América"
2,"Chile","Paraguay",0,2,"Copa América"
2,"Palestine","Comoros",5,1,"Arab Cup qualification"
2,"Bahrain","Kuwait",2,0,"Arab Cup qualification"
2,"Italy","Austria",2,1,"UEFA Euro"
2,"Wales","Denmark",0,4,"UEFA Euro"
2,"Netherlands","Czech Republic",0,2,"UEFA Euro"
2,"Belgium","Portugal",1,0,"UEFA Euro"
2,"Brazil","Ecuador",1,1,"Copa América"
2,"Venezuela","Peru",0,1,"Copa América"
2,"El Salvador","Guatemala",0,0,"Friendly"
2,"Croatia","Spain",3,5,"UEFA Euro"
2,"France","Switzerland",3,3,"UEFA Euro"
2,"Argentina","Bolivia",4,1,"Copa América"
2,"Uruguay","Paraguay",1,0,"Copa América"
2,"England","Germany",2,0,"UEFA Euro"
2,"Sweden","Ukraine",1,2,"UEFA Euro"
2,"Mexico","Panama",3,0,"Friendly"
2,"Switzerland","Spain",1,1,"UEFA Euro"
2,"Belgium","Italy",1,2,"UEFA Euro"
2,"Peru","Paraguay",3,3,"Copa América"
2,"Brazil","Chile",1,0,"Copa América"
2,"Trinidad and Tobago","Montserrat",6,1,"Gold Cup qualification"
2,"Bermuda","Barbados",8,1,"Gold Cup qualification"
2,"Czech Republic","Denmark",1,2,"UEFA Euro"
2,"Ukraine","England",0,4,"UEFA Euro"
2,"Mexico","Nigeria",4,0,"Friendly"
2,"Uruguay","Colombia",0,0,"Copa América"
2,"Argentina","Ecuador",3,0,"Copa América"
2,"Guatemala","Guyana",4,0,"Gold Cup qualification"
2,"Qatar","El Salvador",1,0,"Friendly"
2,"Brazil","Peru",1,0,"Copa América"
2,"Argentina","Colombia",1,1,"Copa América"
2,"Italy","Spain",1,1,"UEFA Euro"
2,"Eswatini","Lesotho",3,1,"COSAFA Cup"
2,"South Africa","Botswana",1,0,"COSAFA Cup"
2,"England","Denmark",2,1,"UEFA Euro"
2,"Mozambique","Zimbabwe",0,0,"COSAFA Cup"
2,"Senegal","Namibia",1,2,"COSAFA Cup"
2,"Zambia","Lesotho",1,2,"COSAFA Cup"
2,"South Africa","Eswatini",1,0,"COSAFA Cup"
2,"Peru","Colombia",2,3,"Copa América"
2,"Malawi","Zimbabwe",2,2,"COSAFA Cup"
2,"Senegal","Mozambique",1,0,"COSAFA Cup"
2,"Brazil","Argentina",0,1,"Copa América"
2,"Lesotho","Botswana",0,4,"COSAFA Cup"
2,"Zambia","Eswatini",0,1,"COSAFA Cup"
2,"Mexico","Trinidad and Tobago",0,0,"Gold Cup"
2,"England","Italy",1,1,"UEFA Euro"
2,"Namibia","Zimbabwe",2,0,"COSAFA Cup"
2,"Mozambique","Malawi",2,0,"COSAFA Cup"
2,"El Salvador","Guatemala",2,0,"Gold Cup"
2,"Jamaica","Suriname",2,0,"Gold Cup"
2,"Botswana","Zambia",1,2,"COSAFA Cup"
2,"South Africa","Lesotho",4,0,"COSAFA Cup"
2,"Senegal","Zimbabwe",2,1,"COSAFA Cup"
2,"Malawi","Namibia",1,1,"COSAFA Cup"
2,"Qatar","Panama",3,3,"Gold Cup"
2,"South Africa","Zambia",0,0,"COSAFA Cup"
2,"Eswatini","Botswana",1,1,"COSAFA Cup"
2,"Mozambique","Namibia",1,0,"COSAFA Cup"
2,"Senegal","Malawi",2,1,"COSAFA Cup"
2,"Trinidad and Tobago","El Salvador",0,2,"Gold Cup"
2,"Guatemala","Mexico",0,3,"Gold Cup"
2,"Senegal","Eswatini",2,2,"COSAFA Cup"
2,"South Africa","Mozambique",3,0,"COSAFA Cup"
2,"Suriname","Costa Rica",1,2,"Gold Cup"
2,"Panama","Honduras",2,3,"Gold Cup"
2,"Eswatini","Mozambique",1,1,"COSAFA Cup"
2,"South Africa","Senegal",0,0,"COSAFA Cup"
2,"Guatemala","Trinidad and Tobago",1,1,"Gold Cup"
2,"Mexico","El Salvador",1,0,"Gold Cup"
2,"Costa Rica","Jamaica",1,0,"Gold Cup"
2,"Honduras","Qatar",0,2,"Gold Cup"
2,"Mexico","Honduras",3,0,"Gold Cup"
2,"Qatar","El Salvador",3,2,"Gold Cup"
2,"Costa Rica","Canada",0,2,"Gold Cup"
2,"Mexico","Canada",2,1,"Gold Cup"
2,"El Salvador","Costa Rica",0,0,"Friendly"
2,"Niger","Sudan",2,1,"Friendly"
2,"Sudan","Niger",3,0,"Friendly"
2,"Ethiopia","Sierra Leone",0,0,"Friendly"
2,"Ethiopia","Uganda",2,1,"Friendly"
2,"Comoros","Seychelles",7,1,"Friendly"
2,"Finland","Wales",0,0,"Friendly"
2,"Qatar","Serbia",0,4,"Friendly"
2,"Switzerland","Greece",2,1,"Friendly"
2,"Mali","Rwanda",1,0,"FIFA World Cup qualification"
2,"Egypt","Angola",1,0,"FIFA World Cup qualification"
2,"Libya","Gabon",2,1,"FIFA World Cup qualification"
2,"Senegal","Togo",2,0,"FIFA World Cup qualification"
2,"Guinea-Bissau","Guinea",1,1,"FIFA World Cup qualification"
2,"Portugal","Republic of Ireland",2,1,"FIFA World Cup qualification"
2,"Luxembourg","Azerbaijan",2,1,"FIFA World Cup qualification"
2,"Kazakhstan","Ukraine",2,2,"FIFA World Cup qualification"
2,"France","Bosnia and Herzegovina",1,1,"FIFA World Cup qualification"
2,"Denmark","Scotland",2,0,"FIFA World Cup qualification"
2,"Moldova","Austria",0,2,"FIFA World Cup qualification"
2,"Norway","Netherlands",1,1,"FIFA World Cup qualification"
2,"Turkey","Montenegro",2,2,"FIFA World Cup qualification"
2,"Slovenia","Slovakia",1,1,"FIFA World Cup qualification"
2,"Russia","Croatia",0,0,"FIFA World Cup qualification"
2,"Nepal","India",1,1,"Friendly"
2,"Niger","Burkina Faso",0,2,"FIFA World Cup qualification"
2,"Algeria","Djibouti",8,0,"FIFA World Cup qualification"
2,"Kenya","Uganda",0,0,"FIFA World Cup qualification"
2,"Namibia","Congo",1,1,"FIFA World Cup qualification"
2,"Morocco","Sudan",2,0,"FIFA World Cup qualification"
2,"Madagascar","Benin",0,1,"FIFA World Cup qualification"
2,"United Arab Emirates","Lebanon",0,0,"FIFA World Cup qualification"
2,"Japan","Oman",0,1,"FIFA World Cup qualification"
2,"Australia","China PR",3,0,"FIFA World Cup qualification"
2,"Saudi Arabia","Vietnam",3,1,"FIFA World Cup qualification"
2,"Georgia","Kosovo",0,1,"FIFA World Cup qualification"
2,"Sweden","Spain",2,1,"FIFA World Cup qualification"
2,"Italy","Bulgaria",1,1,"FIFA World Cup qualification"
2,"Lithuania","Northern Ireland",1,4,"FIFA World Cup qualification"
2,"Czech Republic","Belarus",1,0,"FIFA World Cup qualification"
2,"Estonia","Belgium",2,5,"FIFA World Cup qualification"
2,"Hungary","England",0,4,"FIFA World Cup qualification"
2,"Poland","Albania",4,1,"FIFA World Cup qualification"
2,"Iceland","Romania",0,2,"FIFA World Cup qualification"
2,"North Macedonia","Armenia",0,0,"FIFA World Cup qualification"
2,"Bolivia","Colombia",1,1,"FIFA World Cup qualification"
2,"Ecuador","Paraguay",2,0,"FIFA World Cup qualification"
2,"Peru","Uruguay",1,1,"FIFA World Cup qualification"
2,"Venezuela","Argentina",1,3,"FIFA World Cup qualification"
2,"Chile","Brazil",0,1,"FIFA World Cup qualification"
2,"Canada","Honduras",1,1,"FIFA World Cup qualification"
2,"Panama","Costa Rica",0,0,"FIFA World Cup qualification"
2,"Mexico","Jamaica",2,1,"FIFA World Cup qualification"
2,"Mauritania","Zambia",1,2,"FIFA World Cup qualification"
2,"Tunisia","Equatorial Guinea",3,0,"FIFA World Cup qualification"
2,"Nigeria","Liberia",2,0,"FIFA World Cup qualification"
2,"Cameroon","Malawi",2,0,"FIFA World Cup qualification"
2,"Zimbabwe","South Africa",0,0,"FIFA World Cup qualification"
2,"Ghana","Ethiopia",1,0,"FIFA World Cup qualification"
2,"Bosnia and Herzegovina","Kuwait",1,0,"Friendly"
2,"Burundi","Seychelles",8,1,"Friendly"
2,"Qatar","Portugal",1,3,"Friendly"
2,"Republic of Ireland","Azerbaijan",1,1,"FIFA World Cup qualification"
2,"Serbia","Luxembourg",4,1,"FIFA World Cup qualification"
2,"Finland","Kazakhstan",1,0,"FIFA World Cup qualification"
2,"Ukraine","France",1,1,"FIFA World Cup qualification"
2,"Scotland","Moldova",1,0,"FIFA World Cup qualification"
2,"Israel","Austria",5,2,"FIFA World Cup qualification"
2,"Netherlands","Montenegro",4,0,"FIFA World Cup qualification"
2,"Cyprus","Russia",0,2,"FIFA World Cup qualification"
2,"Slovakia","Croatia",0,1,"FIFA World Cup qualification"
2,"Bangladesh","Palestine",0,2,"Three Nations Cup"
2,"Estonia","Northern Ireland",0,1,"Friendly"
2,"Nepal","India",1,2,"Friendly"
2,"Sweden","Uzbekistan",2,1,"Friendly"
2,"Rwanda","Kenya",1,1,"FIFA World Cup qualification"
2,"Gabon","Egypt",1,1,"FIFA World Cup qualification"
2,"Togo","Namibia",0,1,"FIFA World Cup qualification"
2,"Kosovo","Greece",1,1,"FIFA World Cup qualification"
2,"Spain","Georgia",4,0,"FIFA World Cup qualification"
2,"Bulgaria","Lithuania",1,0,"FIFA World Cup qualification"
2,"Switzerland","Italy",0,0,"FIFA World Cup qualification"
2,"Belarus","Wales",2,3,"FIFA World Cup qualification"
2,"Belgium","Czech Republic",3,0,"FIFA World Cup qualification"
2,"Albania","Hungary",1,0,"FIFA World Cup qualification"
2,"Iceland","North Macedonia",2,2,"FIFA World Cup qualification"
2,"Germany","Armenia",6,0,"FIFA World Cup qualification"
2,"Ecuador","Chile",0,0,"FIFA World Cup qualification"
2,"Paraguay","Colombia",1,1,"FIFA World Cup qualification"
2,"Uruguay","Bolivia",4,2,"FIFA World Cup qualification"
2,"Peru","Venezuela",1,0,"FIFA World Cup qualification"
2,"Costa Rica","Mexico",0,1,"FIFA World Cup qualification"
2,"El Salvador","Honduras",0,0,"FIFA World Cup qualification"
2,"Jamaica","Panama",0,3,"FIFA World Cup qualification"
2,"Djibouti","Niger",2,4,"FIFA World Cup qualification"
2,"Liberia","Central African Republic",1,0,"FIFA World Cup qualification"
2,"Uganda","Mali",0,0,"FIFA World Cup qualification"
2,"South Africa","Ghana",1,0,"FIFA World Cup qualification"
2,"Bahrain","Jordan",1,2,"Friendly"
2,"Comoros","Burundi",1,0,"Friendly"
2,"Luxembourg","Qatar",1,1,"Friendly"
2,"Burkina Faso","Algeria",1,1,"FIFA World Cup qualification"
2,"Zambia","Tunisia",0,2,"FIFA World Cup qualification"
2,"Equatorial Guinea","Mauritania",1,0,"FIFA World Cup qualification"
2,"Malawi","Mozambique",1,0,"FIFA World Cup qualification"
2,"Angola","Libya",0,1,"FIFA World Cup qualification"
2,"Ethiopia","Zimbabwe",1,0,"FIFA World Cup qualification"
2,"Congo","Senegal",1,3,"FIFA World Cup qualification"
2,"Sudan","Guinea-Bissau",2,4,"FIFA World Cup qualification"
2,"Tanzania","Madagascar",3,2,"FIFA World Cup qualification"
2,"Syria","United Arab Emirates",1,1,"FIFA World Cup qualification"
2,"China PR","Japan",0,1,"FIFA World Cup qualification"
2,"Vietnam","Australia",0,1,"FIFA World Cup qualification"
2,"Oman","Saudi Arabia",0,1,"FIFA World Cup qualification"
2,"Republic of Ireland","Serbia",1,1,"FIFA World Cup qualification"
2,"Azerbaijan","Portugal",0,3,"FIFA World Cup qualification"
2,"Bosnia and Herzegovina","Kazakhstan",2,2,"FIFA World Cup qualification"
2,"France","Finland",2,0,"FIFA World Cup qualification"
2,"Austria","Scotland",0,1,"FIFA World Cup qualification"
2,"Denmark","Israel",5,0,"FIFA World Cup qualification"
2,"Netherlands","Turkey",6,1,"FIFA World Cup qualification"
2,"Croatia","Slovenia",3,0,"FIFA World Cup qualification"
2,"Slovakia","Cyprus",2,0,"FIFA World Cup qualification"
2,"Bulgaria","Georgia",4,1,"Friendly"
2,"Czech Republic","Ukraine",1,1,"Friendly"
2,"Guatemala","Nicaragua",2,2,"Friendly"
2,"Kosovo","Spain",0,2,"FIFA World Cup qualification"
2,"Greece","Sweden",2,1,"FIFA World Cup qualification"
2,"Northern Ireland","Switzerland",0,0,"FIFA World Cup qualification"
2,"Italy","Lithuania",5,0,"FIFA World Cup qualification"
2,"Wales","Estonia",0,0,"FIFA World Cup qualification"
2,"Belarus","Belgium",0,1,"FIFA World Cup qualification"
2,"Poland","England",1,1,"FIFA World Cup qualification"
2,"Iceland","Germany",0,4,"FIFA World Cup qualification"
2,"North Macedonia","Romania",0,0,"FIFA World Cup qualification"
2,"Costa Rica","Jamaica",1,1,"FIFA World Cup qualification"
2,"Panama","Mexico",1,1,"FIFA World Cup qualification"
2,"Canada","El Salvador",3,0,"FIFA World Cup qualification"
2,"Colombia","Chile",3,1,"FIFA World Cup qualification"
2,"Paraguay","Venezuela",2,1,"FIFA World Cup qualification"
2,"Uruguay","Ecuador",1,0,"FIFA World Cup qualification"
2,"Argentina","Bolivia",3,0,"FIFA World Cup qualification"
2,"Brazil","Peru",2,0,"FIFA World Cup qualification"
2,"El Salvador","Guatemala",0,2,"Friendly"
2,"Egypt","Liberia",2,0,"Friendly"
2,"Sri Lanka","Bangladesh",0,1,"SAFF Cup"
2,"Maldives","Nepal",0,1,"SAFF Cup"
2,"Bangladesh","India",1,1,"SAFF Cup"
2,"Sri Lanka","Nepal",2,3,"SAFF Cup"
2,"Sudan","Guinea",1,1,"FIFA World Cup qualification"
2,"Morocco","Guinea-Bissau",5,0,"FIFA World Cup qualification"
2,"Jordan","Malaysia",4,0,"Friendly"
2,"Sierra Leone","South Sudan",1,1,"Friendly"
2,"Italy","Spain",1,2,"UEFA Nations League"
2,"Iraq","Lebanon",0,0,"FIFA World Cup qualification"
2,"Saudi Arabia","Japan",1,0,"FIFA World Cup qualification"
2,"China PR","Vietnam",3,2,"FIFA World Cup qualification"
2,"Australia","Oman",3,1,"FIFA World Cup qualification"
2,"Honduras","Costa Rica",0,0,"FIFA World Cup qualification"
2,"El Salvador","Panama",1,0,"FIFA World Cup qualification"
2,"Mexico","Canada",1,1,"FIFA World Cup qualification"
2,"Equatorial Guinea","Zambia",2,0,"FIFA World Cup qualification"
2,"Tunisia","Mauritania",3,0,"FIFA World Cup qualification"
2,"Nigeria","Central African Republic",0,1,"FIFA World Cup qualification"
2,"Rwanda","Uganda",0,1,"FIFA World Cup qualification"
2,"Mali","Kenya",5,0,"FIFA World Cup qualification"
2,"Tanzania","Benin",0,1,"FIFA World Cup qualification"
2,"Ecuador","Bolivia",3,0,"FIFA World Cup qualification"
2,"Venezuela","Brazil",1,3,"FIFA World Cup qualification"
2,"Paraguay","Argentina",0,0,"FIFA World Cup qualification"
2,"Peru","Chile",2,0,"FIFA World Cup qualification"
2,"Uruguay","Colombia",0,0,"FIFA World Cup qualification"
2,"India","Sri Lanka",0,0,"SAFF Cup"
2,"Maldives","Bangladesh",2,0,"SAFF Cup"
2,"Belgium","France",2,3,"UEFA Nations League"
2,"Czech Republic","Wales",2,2,"FIFA World Cup qualification"
2,"Estonia","Belarus",2,0,"FIFA World Cup qualification"
2,"Turkey","Norway",1,1,"FIFA World Cup qualification"
2,"Cyprus","Croatia",0,3,"FIFA World Cup qualification"
2,"Russia","Slovakia",1,0,"FIFA World Cup qualification"
2,"Iceland","Armenia",1,1,"FIFA World Cup qualification"
2,"Germany","Romania",2,1,"FIFA World Cup qualification"
2,"Algeria","Niger",6,1,"FIFA World Cup qualification"
2,"Djibouti","Burkina Faso",0,4,"FIFA World Cup qualification"
2,"Cameroon","Mozambique",3,1,"FIFA World Cup qualification"
2,"Angola","Gabon",3,1,"FIFA World Cup qualification"
2,"Egypt","Libya",1,0,"FIFA World Cup qualification"
2,"Azerbaijan","Republic of Ireland",0,3,"FIFA World Cup qualification"
2,"Luxembourg","Serbia",0,1,"FIFA World Cup qualification"
2,"Sweden","Kosovo",3,0,"FIFA World Cup qualification"
2,"Georgia","Greece",0,2,"FIFA World Cup qualification"
2,"Lithuania","Bulgaria",3,1,"FIFA World Cup qualification"
2,"Switzerland","Northern Ireland",2,0,"FIFA World Cup qualification"
2,"Finland","Ukraine",1,2,"FIFA World Cup qualification"
2,"Kazakhstan","Bosnia and Herzegovina",0,2,"FIFA World Cup qualification"
2,"Scotland","Israel",3,2,"FIFA World Cup qualification"
2,"Moldova","Denmark",0,4,"FIFA World Cup qualification"
2,"Hungary","Albania",0,1,"FIFA World Cup qualification"
2,"Ethiopia","South Africa",1,3,"FIFA World Cup qualification"
2,"Ghana","Zimbabwe",3,1,"FIFA World Cup qualification"
2,"Togo","Congo",1,1,"FIFA World Cup qualification"
2,"Senegal","Namibia",4,1,"FIFA World Cup qualification"
2,"Guinea","Sudan",2,2,"FIFA World Cup qualification"
2,"Portugal","Qatar",3,0,"Friendly"
2,"Uzbekistan","Malaysia",5,1,"Friendly"
2,"Guam","Cambodia",0,1,"AFC Asian Cup qualification"
2,"Morocco","Guinea-Bissau",3,0,"FIFA World Cup qualification"
2,"Costa Rica","El Salvador",2,1,"FIFA World Cup qualification"
2,"Jamaica","Canada",0,0,"FIFA World Cup qualification"
2,"Mexico","Honduras",3,0,"FIFA World Cup qualification"
2,"Zambia","Equatorial Guinea",1,1,"FIFA World Cup qualification"
2,"Mauritania","Tunisia",0,0,"FIFA World Cup qualification"
2,"Central African Republic","Nigeria",0,2,"FIFA World Cup qualification"
2,"Kenya","Mali",0,1,"FIFA World Cup qualification"
2,"Uganda","Rwanda",1,0,"FIFA World Cup qualification"
2,"Benin","Tanzania",0,1,"FIFA World Cup qualification"
2,"Bolivia","Peru",1,0,"FIFA World Cup qualification"
2,"Colombia","Brazil",0,0,"FIFA World Cup qualification"
2,"Venezuela","Ecuador",2,1,"FIFA World Cup qualification"
2,"Argentina","Uruguay",3,0,"FIFA World Cup qualification"
2,"Chile","Paraguay",2,0,"FIFA World Cup qualification"
2,"Maldives","Sri Lanka",1,0,"SAFF Cup"
2,"Nepal","India",0,1,"SAFF Cup"
2,"Italy","Belgium",2,1,"UEFA Nations League"
2,"Spain","France",1,2,"UEFA Nations League"
2,"Belarus","Czech Republic",0,2,"FIFA World Cup qualification"
2,"Estonia","Wales",0,1,"FIFA World Cup qualification"
